Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal,x+,x-
m10n27,G1168,"(0, 4, 5, 1, 2, 3, 7, 6, 8, 9)","(8, 9, 3, 4, 6, 0, 5, 1, 2, 7)",1,0,G1169,G1160,G1161,1,1
m10n27,G1169,"(0, 9, 3, 4, 5, 1, 2, 6, 7, 8)","(5, 1, 6, 0, 2, 3, 7, 8, 9, 4)",1,0,G1168,G1161,G1160,1,1
m10n27,G1170,"(0, 8, 9, 1, 2, 3, 5, 4, 6, 7)","(6, 3, 4, 7, 0, 1, 2, 8, 9, 5)",1,0,G1162,G1164,G1159,1,1
10n28,G132,"(0, 8, 9, 2, 3, 5, 4, 6, 1, 7)","(6, 1, 3, 4, 7, 0, 8, 9, 5, 2)",-2,-1,--,--,G138,1,1
10n28,G133,"(0, 7, 5, 6, 8, 2, 3, 9, 4, 1)","(2, 1, 9, 0, 3, 4, 5, 7, 8, 6)",-2,-1,--,--,G143,1,1
10n28,G134,"(0, 5, 6, 7, 8, 3, 4, 2, 9, 1)","(2, 8, 1, 9, 4, 5, 0, 6, 3, 7)",-2,-1,--,--,G142,1,1
10n28,G135,"(0, 5, 1, 8, 2, 3, 4, 7, 9, 6)","(7, 9, 6, 3, 4, 5, 0, 1, 2, 8)",-2,-1,--,--,G139,1,1
10n28,G136,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 4, 7, 5, 0, 1, 2, 9, 3, 8)",-2,-1,--,--,G150,1,1
10n28,G137,"(0, 1, 3, 4, 2, 9, 5, 7, 6, 8)","(2, 5, 7, 8, 6, 3, 0, 4, 9, 1)",-2,-1,--,--,G151,1,1
10n28,G138,"(0, 8, 3, 4, 6, 5, 7, 9, 1, 2)","(5, 1, 9, 2, 3, 8, 0, 4, 6, 7)",-2,-1,--,--,G132,1,1
10n28,G139,"(0, 1, 2, 9, 6, 8, 7, 3, 4, 5)","(2, 3, 7, 4, 0, 5, 9, 6, 8, 1)",-2,-1,--,--,G135,1,1
10n28,G140,"(0, 6, 8, 1, 5, 4, 2, 3, 7, 9)","(4, 2, 3, 7, 8, 6, 5, 9, 0, 1)",-2,-1,--,--,G144,1,1
10n28,G141,"(0, 1, 9, 2, 5, 8, 6, 7, 3, 4)","(2, 6, 3, 7, 0, 1, 9, 4, 5, 8)",-2,-1,--,--,?,1,1
10n28,G142,"(0, 2, 1, 9, 7, 8, 3, 4, 5, 6)","(5, 8, 4, 2, 0, 6, 7, 9, 1, 3)",-2,-1,--,--,G134,1,1
10n28,G143,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 3, 9, 0, 4, 6, 7, 5)",-2,-1,--,--,G133,1,1
10n28,G144,"(0, 1, 9, 2, 3, 5, 8, 7, 4, 6)","(4, 7, 3, 5, 6, 0, 1, 9, 8, 2)",-2,-1,--,--,G140,1,1
10n28,G145,"(0, 7, 8, 9, 2, 3, 5, 6, 4, 1)","(3, 1, 6, 7, 4, 8, 0, 2, 9, 5)",-2,-1,--,--,G149,1,1
10n28,G146,"(0, 7, 5, 3, 4, 6, 8, 9, 1, 2)","(4, 1, 8, 7, 2, 9, 0, 3, 5, 6)",-2,-1,--,--,?,1,1
10n28,G147,"(0, 6, 7, 8, 3, 4, 5, 2, 1, 9)","(8, 9, 1, 4, 5, 6, 0, 7, 3, 2)",-2,-1,--,--,G148,1,1
10n28,G148,"(0, 1, 2, 7, 8, 9, 5, 6, 4, 3)","(4, 9, 0, 1, 3, 6, 7, 2, 8, 5)",-2,-1,--,--,G147,1,1
10n28,G149,"(0, 1, 3, 7, 4, 5, 9, 8, 6, 2)","(5, 6, 8, 0, 2, 3, 4, 1, 9, 7)",-2,-1,--,--,G145,1,1
10n28,G150,"(0, 9, 2, 1, 3, 4, 8, 6, 7, 5)","(6, 3, 4, 5, 7, 0, 2, 9, 1, 8)",-2,-1,--,--,G136,1,1
10n28,G151,"(0, 1, 4, 6, 5, 7, 3, 8, 9, 2)","(3, 5, 9, 2, 0, 1, 6, 4, 7, 8)",-2,-1,--,--,G137,1,1
10n28,G152,"(0, 2, 9, 8, 1, 3, 4, 7, 5, 6)","(4, 8, 7, 5, 6, 0, 1, 3, 9, 2)",-2,1,--,--,G164,1,1
10n28,G153,"(0, 9, 7, 8, 4, 5, 6, 1, 2, 3)","(8, 5, 1, 6, 7, 0, 2, 3, 4, 9)",-2,1,--,--,G161,1,1
10n28,G154,"(0, 7, 5, 6, 8, 9, 2, 3, 4, 1)","(6, 2, 9, 1, 3, 7, 4, 5, 0, 8)",-2,1,--,--,G170,1,1
10n28,G155,"(0, 7, 9, 2, 3, 4, 8, 5, 1, 6)","(8, 4, 5, 6, 1, 2, 3, 0, 7, 9)",-2,1,--,--,G167,1,1
10n28,G156,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 5, 7, 1, 2, 8, 3, 0, 9)",-2,1,--,--,G160,1,1
10n28,G157,"(0, 2, 9, 7, 8, 3, 4, 5, 6, 1)","(4, 8, 5, 1, 6, 7, 2, 0, 3, 9)",-2,1,--,--,G166,1,1
10n28,G158,"(0, 1, 3, 4, 6, 8, 9, 7, 5, 2)","(6, 7, 9, 2, 3, 0, 5, 4, 1, 8)",-2,1,--,--,?,1,1
10n28,G159,"(0, 1, 7, 8, 6, 9, 2, 5, 3, 4)","(6, 9, 0, 5, 3, 4, 7, 1, 8, 2)",-2,1,--,--,?,1,1
10n28,G160,"(0, 7, 2, 8, 9, 3, 5, 6, 4, 1)","(5, 3, 4, 6, 7, 8, 1, 2, 0, 9)",-2,1,--,--,G156,1,1
10n28,G161,"(0, 8, 7, 4, 5, 6, 1, 2, 3, 9)","(7, 6, 2, 9, 3, 4, 5, 8, 0, 1)",-2,1,--,--,G153,1,1
10n28,G162,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 4, 6, 3, 5, 8, 0, 1, 2, 9)",-2,1,--,--,G171,1,1
10n28,G163,"(0, 6, 1, 3, 2, 4, 5, 8, 9, 7)","(5, 2, 8, 9, 7, 0, 3, 4, 6, 1)",-2,1,--,--,G169,1,1
10n28,G164,"(0, 2, 6, 7, 5, 4, 8, 1, 3, 9)","(8, 9, 0, 4, 3, 1, 2, 6, 7, 5)",-2,1,--,--,G152,1,1
10n28,G165,"(0, 3, 4, 9, 5, 7, 6, 8, 1, 2)","(4, 5, 8, 6, 1, 2, 0, 3, 7, 9)",-2,1,--,--,G168,1,1
10n28,G166,"(0, 1, 2, 3, 8, 9, 7, 5, 4, 6)","(3, 5, 7, 9, 0, 6, 4, 2, 8, 1)",-2,1,--,--,G157,1,1
10n28,G167,"(0, 1, 2, 8, 7, 9, 6, 3, 4, 5)","(4, 7, 9, 6, 0, 5, 1, 8, 2, 3)",-2,1,--,--,G155,1,1
10n28,G168,"(0, 2, 1, 3, 9, 6, 4, 5, 7, 8)","(7, 9, 4, 8, 5, 2, 0, 1, 3, 6)",-2,1,--,--,G165,1,1
10n28,G169,"(0, 1, 3, 5, 7, 6, 8, 9, 4, 2)","(5, 6, 8, 2, 4, 9, 0, 3, 1, 7)",-2,1,--,--,G163,1,1
10n28,G170,"(0, 6, 4, 3, 7, 8, 5, 9, 1, 2)","(5, 3, 1, 8, 9, 0, 2, 4, 6, 7)",-2,1,--,--,G154,1,1
10n28,G171,"(0, 8, 9, 7, 1, 2, 4, 3, 6, 5)","(7, 2, 6, 3, 4, 5, 0, 8, 1, 9)",-2,1,--,--,G162,1,1
m10n28,G1171,"(0, 4, 3, 2, 9, 6, 5, 7, 8, 1)","(2, 1, 8, 5, 4, 0, 9, 3, 6, 7)",-8,-1,--,--,G1176,1,1
m10n28,G1172,"(0, 7, 6, 1, 5, 8, 9, 4, 3, 2)","(5, 3, 8, 7, 9, 0, 2, 1, 6, 4)",-8,-1,--,--,G1173,1,1
m10n28,G1173,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(3, 2, 7, 8, 1, 5, 0, 9, 6, 4)",-8,-1,--,--,G1172,1,1
m10n28,G1174,"(0, 2, 3, 6, 5, 4, 9, 8, 7, 1)","(4, 8, 1, 2, 7, 6, 5, 3, 0, 9)",-8,-1,--,--,G1175,1,1
m10n28,G1175,"(0, 9, 6, 4, 3, 2, 7, 8, 1, 5)","(8, 2, 1, 0, 5, 4, 3, 6, 7, 9)",-8,-1,--,--,G1174,1,1
m10n28,G1176,"(0, 3, 4, 6, 5, 9, 8, 7, 2, 1)","(2, 5, 8, 1, 7, 6, 3, 0, 9, 4)",-8,-1,--,--,G1171,1,1
m10n28,G1177,"(0, 4, 7, 8, 3, 2, 1, 9, 6, 5)","(6, 8, 9, 2, 1, 0, 5, 4, 3, 7)",-8,1,--,--,G1179,1,1
m10n28,G1178,"(0, 3, 4, 6, 5, 2, 9, 8, 7, 1)","(4, 5, 8, 2, 1, 7, 6, 3, 0, 9)",-8,1,--,--,G1180,1,1
m10n28,G1179,"(0, 4, 3, 2, 7, 6, 5, 8, 9, 1)","(2, 1, 8, 6, 5, 4, 9, 0, 3, 7)",-8,1,--,--,G1177,1,1
m10n28,G1180,"(0, 9, 4, 3, 2, 6, 5, 7, 8, 1)","(7, 2, 1, 8, 5, 4, 0, 3, 6, 9)",-8,1,--,--,G1178,1,1
m10n28,G1181,"(0, 9, 8, 3, 4, 7, 1, 6, 5, 2)","(8, 6, 1, 0, 2, 3, 5, 4, 9, 7)",-8,1,--,--,G1182,1,1
m10n28,G1182,"(0, 1, 9, 4, 3, 5, 6, 8, 7, 2)","(8, 6, 3, 2, 7, 1, 4, 5, 0, 9)",-8,1,--,--,G1181,1,1
10n29,G172,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 9, 8, 7, 6)",-17,-2,--,--,G172,1,1
10n29,G173,"(0, 7, 9, 6, 8, 5, 4, 3, 2, 1)","(4, 1, 3, 0, 2, 9, 7, 8, 6, 5)",-17,-2,--,--,G173,1,1
10n29,G174,"(0, 7, 6, 8, 4, 3, 2, 5, 1, 9)","(5, 3, 2, 1, 0, 9, 7, 8, 6, 4)",-17,0,G175,G174,G175,1,1
10n29,G175,"(0, 1, 9, 7, 6, 5, 8, 3, 2, 4)","(6, 5, 4, 3, 2, 0, 1, 9, 7, 8)",-17,0,G174,G175,G174,1,1
10n29,G176,"(0, 9, 7, 6, 3, 8, 5, 2, 4, 1)","(5, 4, 3, 2, 0, 1, 9, 7, 8, 6)",-17,0,G177,G176,G177,1,1
10n29,G177,"(0, 6, 5, 4, 2, 9, 3, 1, 8, 7)","(3, 1, 9, 0, 8, 7, 6, 5, 4, 2)",-17,0,G176,G177,G176,1,1
10n29,G178,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 3, 2, 9, 1, 0, 8, 6, 7)",-17,2,--,--,G178,1,1
10n29,G179,"(0, 9, 8, 7, 6, 3, 5, 2, 4, 1)","(6, 5, 3, 4, 2, 9, 1, 8, 0, 7)",-17,2,--,--,G179,1,1
m10n29,G1183,"(0, 2, 4, 5, 3, 6, 7, 9, 8, 1)","(7, 8, 9, 1, 0, 2, 4, 5, 3, 6)",7,0,G1183,G1183,G1183,0,0
10n30,G182,"(0, 1, 4, 8, 5, 7, 3, 6, 9, 2)","(3, 6, 9, 2, 0, 1, 8, 4, 5, 7)",-4,-1,--,--,G183,1,1
10n30,G183,"(0, 2, 3, 1, 8, 4, 6, 9, 7, 5)","(4, 6, 7, 5, 2, 9, 0, 3, 1, 8)",-4,-1,--,--,G182,1,1
10n30,G184,"(0, 8, 6, 9, 1, 7, 4, 2, 3, 5)","(7, 4, 2, 5, 6, 3, 0, 8, 9, 1)",-4,1,--,--,G185,1,1
10n30,G185,"(0, 3, 6, 9, 5, 7, 4, 8, 1, 2)","(5, 7, 8, 4, 1, 2, 0, 3, 6, 9)",-4,1,--,--,G184,1,1
m10n30,G1188,"(0, 7, 9, 8, 5, 1, 4, 2, 6, 3)","(4, 2, 6, 3, 0, 7, 9, 8, 1, 5)",-6,-1,--,--,G1189,1,1
m10n30,G1189,"(0, 9, 7, 2, 4, 6, 3, 1, 5, 8)","(4, 3, 1, 5, 8, 0, 7, 6, 9, 2)",-6,-1,--,--,G1188,1,1
m10n30,G1190,"(0, 7, 1, 9, 2, 8, 5, 4, 6, 3)","(8, 2, 5, 4, 6, 3, 0, 7, 1, 9)",-6,1,--,--,G1191,1,1
m10n30,G1191,"(0, 3, 7, 5, 2, 4, 6, 1, 9, 8)","(6, 9, 2, 1, 8, 0, 3, 7, 5, 4)",-6,1,--,--,G1190,1,1
10n31,G186,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 0, 2, 8, 9, 6, 7)",-15,-2,--,--,G186,1,1
10n31,G187,"(0, 2, 9, 1, 8, 6, 7, 4, 5, 3)","(4, 6, 3, 5, 2, 0, 1, 9, 8, 7)",-15,-2,--,--,G187,1,1
10n31,G188,"(0, 2, 9, 8, 6, 7, 4, 5, 3, 1)","(4, 5, 3, 1, 9, 2, 8, 0, 7, 6)",-15,-2,--,--,G188,1,1
10n31,G189,"(0, 4, 2, 9, 8, 1, 7, 5, 6, 3)","(8, 7, 5, 6, 3, 4, 2, 0, 1, 9)",-15,0,G190,G189,G190,1,1
10n31,G190,"(0, 7, 4, 6, 2, 3, 1, 9, 8, 5)","(3, 1, 9, 0, 7, 8, 6, 5, 4, 2)",-15,0,G189,G190,G189,1,1
10n31,G191,"(0, 8, 7, 9, 6, 2, 4, 5, 1, 3)","(4, 5, 2, 3, 1, 0, 8, 9, 7, 6)",-15,0,G192,G191,G192,1,1
10n31,G192,"(0, 4, 1, 2, 9, 7, 6, 8, 5, 3)","(7, 8, 5, 6, 4, 3, 1, 2, 0, 9)",-15,0,G191,G192,G191,1,1
10n31,G193,"(0, 7, 2, 9, 8, 6, 4, 5, 1, 3)","(6, 4, 5, 3, 1, 2, 0, 9, 7, 8)",-15,0,G194,G193,G194,1,1
10n31,G194,"(0, 1, 9, 5, 8, 7, 4, 2, 6, 3)","(5, 6, 4, 2, 3, 1, 0, 8, 9, 7)",-15,0,G193,G194,G193,1,1
10n31,G195,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(5, 4, 1, 3, 9, 2, 0, 8, 6, 7)",-15,2,--,--,G195,1,1
10n31,G196,"(0, 8, 6, 7, 4, 5, 3, 2, 9, 1)","(4, 5, 2, 3, 9, 1, 0, 8, 6, 7)",-15,2,--,--,G196,1,1
10n31,G197,"(0, 8, 9, 6, 7, 5, 2, 4, 1, 3)","(6, 5, 4, 2, 3, 1, 8, 0, 7, 9)",-15,2,--,--,G197,1,1
m10n31,G1192,"(0, 2, 3, 6, 4, 8, 5, 7, 9, 1)","(6, 7, 9, 1, 0, 3, 2, 4, 5, 8)",5,0,G1192,G1192,G1192,0,0
m10n31,G1193,"(0, 3, 2, 4, 7, 5, 6, 8, 9, 1)","(4, 7, 6, 8, 1, 9, 0, 3, 2, 5)",5,0,G1193,G1193,G1193,0,0
10n32,G198,"(0, 9, 3, 6, 7, 5, 4, 8, 1, 2)","(4, 1, 7, 8, 0, 9, 6, 2, 3, 5)",-3,-2,--,--,G198,0,1
10n32,G199,"(0, 9, 1, 2, 8, 7, 4, 3, 5, 6)","(4, 3, 5, 0, 1, 9, 8, 6, 7, 2)",-3,-2,--,--,G199,0,1
10n32,G200,"(0, 1, 5, 4, 2, 3, 7, 9, 6, 8)","(7, 9, 0, 8, 6, 1, 2, 5, 4, 3)",-3,0,G201,G200,G201,1,1
10n32,G201,"(0, 8, 1, 2, 5, 6, 4, 3, 9, 7)","(4, 2, 3, 6, 7, 0, 9, 8, 5, 1)",-3,0,G200,G201,G200,1,1
10n32,G202,"(0, 1, 4, 8, 7, 5, 6, 9, 3, 2)","(7, 9, 0, 6, 3, 2, 4, 5, 1, 8)",-3,2,--,--,G202,1,0
10n32,G203,"(0, 1, 3, 2, 9, 8, 4, 5, 7, 6)","(4, 9, 0, 8, 7, 5, 6, 1, 3, 2)",-3,2,--,--,G203,1,0
m10n32,G1194,"(0, 5, 6, 7, 9, 8, 4, 2, 3, 1)","(2, 1, 3, 5, 6, 0, 9, 7, 8, 4)",-7,-2,--,--,G1194,1,1
m10n32,G1195,"(0, 5, 4, 6, 7, 9, 8, 3, 1, 2)","(4, 3, 7, 8, 1, 2, 0, 9, 5, 6)",-7,0,G1196,G1195,G1196,1,1
m10n32,G1196,"(0, 3, 4, 8, 7, 5, 6, 2, 1, 9)","(4, 5, 7, 6, 1, 9, 0, 8, 3, 2)",-7,0,G1195,G1196,G1195,1,1
m10n32,G1197,"(0, 8, 9, 7, 3, 2, 4, 5, 6, 1)","(7, 3, 4, 2, 1, 5, 6, 8, 0, 9)",-7,2,--,--,G1197,1,1
10n33,G204,"(0, 3, 4, 7, 6, 5, 8, 9, 1, 2)","(4, 5, 1, 2, 9, 7, 0, 3, 6, 8)",-2,-1,--,--,G206,1,1
10n33,G205,"(0, 8, 9, 6, 7, 1, 3, 2, 4, 5)","(4, 1, 2, 0, 5, 6, 8, 7, 9, 3)",-2,-1,--,--,G205,1,1
10n33,G206,"(0, 2, 3, 6, 5, 7, 4, 8, 1, 9)","(4, 8, 1, 2, 9, 0, 6, 5, 7, 3)",-2,-1,--,--,G204,1,1
10n33,G207,"(0, 2, 1, 8, 4, 5, 3, 6, 9, 7)","(5, 6, 3, 2, 7, 9, 8, 0, 4, 1)",-2,-1,--,--,G212,1,1
10n33,G208,"(0, 3, 1, 7, 2, 6, 8, 9, 4, 5)","(4, 6, 5, 3, 9, 0, 1, 7, 8, 2)",-2,-1,--,--,G209,1,1
10n33,G209,"(0, 6, 4, 3, 5, 7, 1, 2, 8, 9)","(7, 2, 8, 6, 9, 4, 5, 0, 1, 3)",-2,-1,--,--,G208,1,1
10n33,G210,"(0, 1, 5, 4, 2, 3, 7, 8, 6, 9)","(7, 8, 9, 6, 5, 1, 2, 4, 0, 3)",-2,-1,--,--,G213,1,1
10n33,G211,"(0, 1, 4, 3, 2, 7, 8, 9, 5, 6)","(2, 8, 9, 5, 4, 0, 3, 6, 7, 1)",-2,-1,--,--,G211,1,1
10n33,G212,"(0, 5, 3, 4, 6, 8, 2, 7, 9, 1)","(2, 1, 7, 9, 0, 3, 5, 4, 6, 8)",-2,-1,--,--,G207,1,1
10n33,G213,"(0, 6, 4, 5, 7, 8, 9, 2, 3, 1)","(2, 1, 8, 9, 0, 6, 3, 4, 7, 5)",-2,-1,--,--,G210,1,1
10n33,G214,"(0, 8, 1, 5, 2, 4, 3, 6, 7, 9)","(6, 2, 4, 3, 9, 0, 7, 8, 1, 5)",-2,1,--,--,G219,1,1
10n33,G215,"(0, 1, 7, 8, 2, 4, 6, 5, 3, 9)","(6, 8, 9, 4, 5, 0, 3, 1, 7, 2)",-2,1,--,--,G222,1,1
10n33,G216,"(0, 3, 1, 2, 6, 7, 5, 4, 8, 9)","(6, 9, 5, 7, 8, 4, 3, 0, 1, 2)",-2,1,--,--,G223,1,1
10n33,G217,"(0, 1, 3, 2, 4, 8, 9, 6, 7, 5)","(2, 6, 8, 7, 9, 0, 5, 3, 4, 1)",-2,1,--,--,G217,1,1
10n33,G218,"(0, 8, 1, 4, 2, 3, 9, 6, 5, 7)","(6, 3, 7, 9, 8, 0, 5, 4, 1, 2)",-2,1,--,--,G220,1,1
10n33,G219,"(0, 1, 3, 4, 7, 6, 5, 8, 9, 2)","(4, 6, 9, 2, 5, 3, 0, 1, 7, 8)",-2,1,--,--,G214,1,1
10n33,G220,"(0, 2, 4, 9, 3, 5, 7, 8, 6, 1)","(3, 5, 7, 6, 8, 1, 2, 4, 0, 9)",-2,1,--,--,G218,1,1
10n33,G221,"(0, 1, 7, 8, 9, 4, 3, 2, 5, 6)","(5, 9, 0, 3, 6, 2, 1, 7, 8, 4)",-2,1,--,--,G221,1,1
10n33,G222,"(0, 1, 6, 7, 9, 3, 8, 4, 2, 5)","(3, 7, 8, 4, 5, 6, 2, 0, 9, 1)",-2,1,--,--,G215,1,1
10n33,G223,"(0, 8, 9, 2, 3, 4, 6, 7, 5, 1)","(6, 4, 7, 8, 5, 1, 2, 3, 0, 9)",-2,1,--,--,G216,1,1
m10n33,G1198,"(0, 7, 5, 4, 8, 9, 3, 2, 6, 1)","(3, 2, 1, 6, 5, 7, 8, 4, 0, 9)",-8,-1,--,--,G1198,1,1
m10n33,G1199,"(0, 3, 2, 8, 7, 5, 6, 4, 9, 1)","(5, 6, 4, 3, 9, 8, 1, 0, 2, 7)",-8,-1,--,--,G1199,1,1
m10n33,G1200,"(0, 5, 9, 8, 2, 3, 7, 6, 4, 1)","(2, 1, 7, 3, 4, 6, 5, 0, 9, 8)",-8,1,--,--,G1200,1,1
m10n33,G1201,"(0, 2, 7, 5, 6, 4, 3, 9, 8, 1)","(4, 9, 1, 0, 3, 2, 8, 7, 5, 6)",-8,1,--,--,G1201,1,1
10n34,G224,"(0, 8, 9, 1, 2, 5, 3, 4, 6, 7)","(6, 4, 7, 8, 0, 1, 9, 2, 3, 5)",3,0,G224,G224,G224,0,0
m10n34,G1206,"(0, 2, 1, 9, 8, 5, 7, 6, 4, 3)","(4, 6, 3, 2, 0, 9, 1, 8, 7, 5)",-13,-4,--,--,G1206,1,1
m10n34,G1202,"(0, 6, 3, 7, 5, 4, 2, 9, 1, 8)","(4, 1, 9, 0, 8, 6, 7, 5, 3, 2)",-13,-2,--,--,G1205,1,1
m10n34,G1203,"(0, 7, 6, 4, 5, 3, 2, 9, 1, 8)","(2, 1, 9, 7, 0, 8, 4, 3, 6, 5)",-13,-2,--,--,G1204,1,1
m10n34,G1204,"(0, 9, 7, 6, 4, 5, 3, 2, 1, 8)","(5, 1, 0, 8, 7, 2, 9, 6, 4, 3)",-13,-2,--,--,G1203,1,1
m10n34,G1205,"(0, 6, 9, 8, 5, 7, 3, 1, 4, 2)","(3, 2, 4, 1, 9, 0, 8, 6, 7, 5)",-13,-2,--,--,G1202,1,1
m10n34,G1207,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(7, 6, 2, 9, 1, 0, 5, 8, 4, 3)",-13,0,G1213,G1213,G1207,1,1
m10n34,G1208,"(0, 2, 9, 8, 5, 7, 4, 3, 6, 1)","(5, 6, 4, 1, 9, 3, 2, 0, 8, 7)",-13,0,G1211,G1208,G1211,1,1
m10n34,G1209,"(0, 3, 9, 2, 6, 5, 8, 4, 7, 1)","(6, 7, 5, 4, 3, 1, 2, 0, 9, 8)",-13,0,G1212,G1209,G1212,1,1
m10n34,G1210,"(0, 7, 8, 5, 3, 6, 4, 2, 9, 1)","(3, 2, 4, 1, 9, 0, 7, 6, 5, 8)",-13,0,G1214,G1214,G1210,1,1
m10n34,G1211,"(0, 2, 8, 7, 5, 9, 6, 4, 3, 1)","(4, 7, 6, 3, 1, 2, 0, 9, 5, 8)",-13,0,G1208,G1211,G1208,1,1
m10n34,G1212,"(0, 6, 9, 8, 2, 5, 1, 4, 3, 7)","(4, 2, 3, 1, 0, 9, 7, 8, 6, 5)",-13,0,G1209,G1212,G1209,1,1
m10n34,G1213,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(6, 3, 9, 8, 2, 1, 7, 0, 5, 4)",-13,0,G1207,G1207,G1213,1,1
m10n34,G1214,"(0, 8, 9, 6, 5, 4, 7, 2, 1, 3)","(4, 2, 5, 3, 1, 8, 0, 9, 6, 7)",-13,0,G1210,G1210,G1214,1,1
m10n34,G1215,"(0, 7, 6, 5, 3, 4, 2, 1, 9, 8)","(5, 4, 2, 9, 6, 1, 0, 8, 7, 3)",-13,2,--,--,G1218,1,1
m10n34,G1216,"(0, 8, 1, 9, 5, 7, 4, 3, 6, 2)","(7, 5, 6, 4, 2, 3, 1, 8, 0, 9)",-13,2,--,--,G1217,1,1
m10n34,G1217,"(0, 7, 9, 6, 4, 3, 1, 5, 2, 8)","(6, 5, 3, 1, 2, 0, 8, 9, 7, 4)",-13,2,--,--,G1216,1,1
m10n34,G1218,"(0, 7, 9, 6, 5, 3, 4, 2, 1, 8)","(3, 2, 5, 4, 0, 8, 1, 9, 7, 6)",-13,2,--,--,G1215,1,1
m10n34,G1219,"(0, 9, 7, 6, 8, 5, 4, 2, 1, 3)","(8, 6, 5, 2, 4, 3, 1, 0, 7, 9)",-13,4,--,--,G1219,1,1
10n35,G225,"(0, 4, 5, 3, 2, 1, 6, 8, 7, 9)","(8, 9, 1, 7, 0, 4, 3, 5, 2, 6)",-5,0,G226,?,?,1,1
10n35,G226,"(0, 2, 7, 6, 5, 3, 4, 8, 9, 1)","(3, 6, 4, 1, 8, 7, 9, 0, 2, 5)",-5,0,G225,?,?,1,1
m10n35,G1220,"(0, 6, 5, 3, 1, 8, 2, 4, 7, 9)","(8, 9, 7, 6, 4, 3, 5, 0, 1, 2)",-5,-2,--,--,G1223,1,1
m10n35,G1221,"(0, 3, 6, 7, 5, 4, 2, 9, 1, 8)","(7, 8, 9, 1, 0, 6, 5, 3, 4, 2)",-5,-2,--,--,G1224,1,1
m10n35,G1222,"(0, 2, 6, 1, 7, 5, 8, 9, 4, 3)","(4, 8, 0, 3, 2, 9, 1, 6, 7, 5)",-5,-2,--,--,G1225,1,1
m10n35,G1223,"(0, 5, 7, 8, 6, 3, 4, 2, 1, 9)","(8, 9, 1, 4, 0, 5, 7, 6, 3, 2)",-5,-2,--,--,G1220,1,1
m10n35,G1224,"(0, 1, 9, 8, 4, 3, 5, 6, 7, 2)","(3, 5, 2, 0, 9, 7, 8, 1, 4, 6)",-5,-2,--,--,G1221,1,1
m10n35,G1225,"(0, 1, 4, 7, 5, 3, 2, 9, 6, 8)","(5, 9, 6, 0, 8, 7, 4, 3, 1, 2)",-5,-2,--,--,G1222,1,1
m10n35,G1226,"(0, 8, 7, 3, 5, 4, 6, 9, 1, 2)","(4, 1, 9, 8, 2, 7, 0, 3, 5, 6)",-5,-2,--,--,G1227,1,1
m10n35,G1227,"(0, 6, 5, 1, 4, 2, 3, 7, 9, 8)","(3, 9, 7, 6, 0, 5, 8, 1, 4, 2)",-5,-2,--,--,G1226,1,1
m10n35,G1228,"(0, 8, 9, 1, 6, 7, 2, 5, 4, 3)","(5, 2, 3, 7, 8, 4, 0, 1, 9, 6)",-5,0,G1237,G1234,G1235,1,1
m10n35,G1229,"(0, 1, 4, 3, 5, 2, 8, 7, 9, 6)","(2, 8, 9, 7, 0, 6, 4, 1, 5, 3)",-5,0,G1233,G1229,G1233,1,1
m10n35,G1230,"(0, 2, 9, 1, 8, 5, 7, 3, 4, 6)","(3, 7, 5, 6, 4, 0, 9, 8, 1, 2)",-5,0,G1232,G1238,G1236,1,1
m10n35,G1231,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 6, 3, 0, 9, 4, 5, 8, 1)",-5,0,G1239,G1231,G1239,1,1
m10n35,G1232,"(0, 2, 3, 9, 1, 8, 5, 7, 4, 6)","(4, 5, 8, 7, 6, 2, 0, 1, 9, 3)",-5,0,G1230,G1236,G1238,1,1
m10n35,G1233,"(0, 4, 2, 1, 3, 8, 6, 5, 7, 9)","(6, 9, 8, 5, 7, 4, 2, 0, 1, 3)",-5,0,G1229,G1233,G1229,1,1
m10n35,G1234,"(0, 6, 2, 3, 1, 8, 7, 4, 5, 9)","(8, 9, 4, 7, 6, 5, 2, 0, 1, 3)",-5,0,G1235,G1228,G1237,1,1
m10n35,G1235,"(0, 8, 1, 4, 7, 6, 5, 2, 3, 9)","(6, 4, 5, 9, 0, 3, 8, 7, 1, 2)",-5,0,G1234,G1237,G1228,1,1
